polymer,synonyms,mol.weight,mp
Poly[(tetramethyleneoxy)-ditrimethylene oxamide],,258.32,160.0
Poly[(tetramethyleneoxy)-ditrimethylene oxamide],,258.32,167.0
"Poly(N,N'-dimethyl-Si-tetramethyl-tetramethylene disiloxanylenedipropionamide)",,358.63,120.0
Poly(tetramethylene disulfide),,120.23,39.0
Poly(tetramethylene disulfide),,120.23,44.0
"Poly[4,4'-(2,2'-tetramethylenedithiazole)-p-phenylene]",,298.42,250.0
"Poly[4,4'-(tetramethylenedithio)-dibenzoic anhydride]",,344.44,206.0
Poly(tetramethylene dithiodicarboxylate),,208.25,115.0
Poly(tetramethylene dithioladipate),,232.36,128.0
Poly(tetramethylene dithiolisophthalate),,252.35,174.0
Poly(tetramethylene dithiolsebacate),,288.47,98.0
Poly(tetramethylene dithiolterephthalate),,252.35,310.0
Poly(tetramethylene dithionisophthalate),,252.35,118.0
Poly(tetramethylenedithiotrimethylene disulfide),,226.43,53.0
Poly(tetramethylene dodecanediamide),,282.43,245.0
"Poly[tetramethylene N,N'-dodecanedioyldi(p-aminobenzoate)]",,522.64,192.0
"Poly[tetramethylene 4,4'-(ethylenedioxy)dibenzoate]",,356.37,180.0
Poly[tetramethylene (ethylenedithio)-diethylenediurethane],,322.44,177.0
Poly(tetramethylene glutarate),,186.21,38.0
Poly[tetramethylene (hexamethylenedisulfonyl)-dicaproamide],,494.7,228.0
"Poly(tetramethylene N,N'-hexamethylenediterephthalamate)",,466.53,300.0
Poly[tetramethylene (hexamethylenedithio)-diethylene-diurethane],,378.55,117.0
"Poly(1,4-dimethyl-tetramethylene hexamethylenediurethane) (diol)",,286.37,104.0
Poly(tetramethylene isophthalamide),,218.26,262.0
Poly(dodecyl-tetramethylene malonamide) (diacid),,324.51,201.0
Poly(tetramethylene malonate),,158.15,-24.0
"Poly[tetramethylene 4,4'-(methylenediphenylene)-diamino-dithiodicarboxylate]",,404.5,104.0
Poly(tetramethylene nonamethylenediurethane),,300.4,140.0
Poly(tetramethylene octamethylenediurethane),,286.37,160.0
Poly(tetramethylene oxalate),,144.13,105.0
Poly(tetramethylene oxamide-alt-tetramethylene pimelamide),,354.45,301.0
Poly(tetramethylene oxamide-alt-tetramethylene sebacamide),,396.53,290.0
Poly(tetramethylene oxamide-alt-tetramethylene suberamide),,368.48,310.0
Poly(tetramethylene oxydiacetate),,188.18,70.0
"Poly(tetramethylene 4,4'-oxydibenzoate)",,312.32,881.0
"Poly(tetramethylene 3,3',4,4'-oxydiphenylenetetracarboximide)",,362.34,352.0
Poly[tetramethylene (pentamethylenedisulfonyl)-dicaproamide],,480.68,232.0
Poly[tetramethylene (pentamethylenedithio)-diethylene-diurethane],,364.52,113.0
Poly(tetramethylene pentamethylenediurethane),,244.29,159.0
Poly(tetramethylene p-phenylenediacetate),,248.28,63.0
Poly(tetramethylene m-phenylenedisulfonamide),,290.35,215.0
"Poly(P-methyl-tetramethylene 4,4'-phosphinylidenedibenzamide)",,356.36,208.0
"Poly(P-phenyl-tetramethylene 4,4'-phosphinylidenedibenzamide)",,418.43,230.0
Poly(tetramethylene phthalate),,220.22,18.0
Poly(tetramethylene pimelamide),,212.29,233.0
Poly(tetramethylene pimelamide),,212.29,238.0
Poly(tetramethylene pimelate),,214.26,41.0
"Poly[tetramethylene (1,4-piperazinedithio)-dicarboxylate]",,294.38,188.0
"Poly[2,5-dimethyl-tetramethylene (1,4-piperazinedithio)-dicarboxylate]",,322.44,113.0
"Poly(tetramethylene 4,4'-propylenedibenzamide)",,336.44,180.0
"Poly[tetramethylene 4,4'-(propylenedioxy)-dibenzamide]",,368.43,140.0
Poly(tetramethylene sebacamide),,254.33,254.0
Poly(tetramethylene sebacamide),,254.33,239.0
Poly(tetramethylene suberamide),,226.32,250.0
Poly(tetramethylene suberate),,228.29,56.0
"Poly(N,N'-dimethyl-tetramethylene succinamide)",,198.27,123.0
"Poly(D-1,2-dimethoxy-tetramethylene succinate) (diacid)",,232.23,92.0
Poly(tetramethylene sulfone),,120.17,100.0
Poly(tetramethylene sulfone),,120.17,271.0
"Poly(tetramethylene 4,4'-sulfonyldibenzamide)",,358.41,358.0
Poly(tetramethylene sulfonyldivalerate),,320.4,88.0
Poly(tetramethylene terephthalamide),,218.26,436.0
Poly(tetramethylene terephthalamide),,218.26,475.0
"Poly(N,N'-dimethyl-tetramethylene terephthalamide)",,246.31,272.0
"Poly[tetramethylene N,N'-terephthaloyldi(6-aminocaproate)]",,446.54,190.0
"Poly(tetramethylene 2,5-tetrahydrofurandipropionamide)",,268.36,210.0
Poly[tetramethylene (tetramethylenedithio)-diethylene-diurethane],,350.49,119.0
Poly(tetramethylene tetramethylenediurethane),,230.26,193.0
Poly(tetramethylene tetramethylenediurethane),,230.26,193.0
Poly(tetramethylene tetrathiodicarboxylate},,272.37,92.0
Poly(tetramethylene thiodicarboxylate),,176.19,90.0
Poly(tetramethylene thioditrimethylenediurethane),,290.38,133.0
Poly(tetramethylene thiodivalerate),,288.4,38.0
Poly(tetramethylenethiotrimethylene sulfide),,162.32,64.0
Poly(tetramethylene thiourea),,130.21,213.0
"Poly(1-amino-2,5-tetramethylene-1,3,4-triazole)",,138.17,300.0
"Poly[tetramethylene 1,1'-(4,4'-trimethylenedipiperidine)-dithiodicarboxylate]",,418.61,80.0
"Poly(tetramethylene N,N'-trimethylenediterephthalamate)",,424.45,193.0
Poly(tetramethylene trithiodicarboxylate),,240.31,66.0
Poly(tetramethylene undecamethylenediurethane),,328.45,146.0
Poly(tetramethylene undecanediamide),,268.4,208.0
Poly(tetramethylene undecanediamide),,268.4,208.0
Poly(tetramethylene urea),,114.15,400.0
Poly(tetramethylene p-xylylenediurethane),,278.31,227.0
"Poly(3,6,13,16-tetraoxa-8,10-octadecadiyne hexamethylenediurethane)",,454.52,138.0
"Poly(3,6,13,16-tetraoxa-8,10-octadecadiyne (4,4'-methylenediphenylene)-diurethane)",,536.58,130.0
Poly(thiodiethylene dithioladipate),,264.43,70.0
Poly(thiodiethylene dithiolterephthalate),,284.42,146.0
Poly(thiodiethylene hexamethylenediurethane),,290.38,134.0
Poly(thiodipropionic anhydride),,160.19,55.0
Poly(thioditetramethylene hexamethylenediurethane),,346.49,125.0
"Poly(2,5-thiophenedipropionic anhydride)",,210.25,78.0
"Poly(tridecamethylene N,N'-ethylenediterephthalamate)",,536.67,257.0
"Poly(tridecamethylene N,N'-hexamethylenediterephthalamate)",,592.78,222.0
"Poly(tridecamethylene N,N'-pentamethylenediterephthalamate)",,578.75,194.0
"Poly(tridecamethylene N,N'-tetramethylenediterephthalamate)",,564.72,248.0
"Poly(tridecamethylene N,N'-trimethylenediterephthalamate)",,550.7,206.0
Poly(tridecanedioic anhydride),,226.32,78.0
Poly(1-tridecene),,182.35,48.0
Poly(trimethylene adipamide-alt-trimethylene oxamide),,312.37,303.0
"Poly(2,2-bisbromomethyl-trimethylene adipate) (diol)",,372.05,120.0
"Poly(2,2-bischloromethyl-trimethylene adipate) (diol)",,283.15,108.0
Poly(2-bromomethyl-2-chloromethyl-trimethylene adipate) (diol),,327.6,111.0
"Poly(2,2-dimethyl-trimethylene adipate) (diol)",,214.26,37.0
Poly(2-hydroxy-trimethylene adipoyldiurethane) (diol),,288.26,208.0
Poly(trimethylene amine),,57.1,126.0
Poly(trimethylene azelamide-alt-trimethylene oxamide),,354.45,290.0
"Poly(2,2-dimethyl-trimethylene azelate) (diol)",,256.34,0.0
"Poly(α,α,α',α'',α'',α''-hexafluoro-poly-trimethylenebiphenylene)",,302.2,155.0
Poly[trimethylene p-(carboxyphenylene)-acetamide],,218.26,281.0
"Poly(trans-trimethylene 1,4-cyclohexylenedicarboxylate)",,212.24,110.0
Poly(trans-trimethylene cyclopropylenedicarboxamide),,168.2,310.0
Poly(trimethylene cyclopropylenediurethane),,200.19,170.0
"Poly(trimethylene 2,2'-dibenzoate)",,282.3,78.0
"Poly(1-methyl-trimethylene 2,2'-dibenzoate) (diol)",,296.32,38.0
"Poly(trimethylene 3,3'-dibenzoate)",,282.3,78.0
"Poly(1-methyl-trimethylene 3,3'-dibenzoate) (diol)",,296.32,87.0
"Poly(trimethylene 4,4'-dibenzoate)",,282.3,249.0
"Poly(1-methyl-trimethylene 4,4'-dibenzoate) (diol)",,296.32,135.0
"Poly(4,4'-trimethylenedibenzoic anhydride)",,266.3,215.0
"Poly[3,3'-(trimethylenedioxy)-dibenzoic anhydride]",,298.29,197.0
"Poly[4,4'-(trimethylenedioxy)-dibenzoic anhydride]",,298.29,267.0
"Poly[4,4'-(trimethylenedioxy)-dibenzoic anhydride]",,298.29,263.0
"Poly[3,3'-dimethoxy-4,4'-(trimethylenedioxy)-dibenzoic anhydride]",,358.35,175.0
"Poly[(4,4'-trimethylenedipiperidinediyl)-dicarbamoyldithio-tetramethylene disulfide]",,448.72,150.0
Poly(trimethylene disulfide),,106.2,67.0
Poly(trimethylene disulfide),,106.2,88.0
Poly[trimethylene (ethylenedithio)-diethylenediurethane],,308.41,157.0
Poly[trimethylene (hexamethylenedithio)-diethylenediurethane],,364.52,115.0
Poly(2-butyl-2-ethyl-trimethylene hexamethylenediurethane) (diol),,314.43,60.0
"Poly(2,2-dimethyl-trimethylene hexamethylenediurethane) (diol)",,272.35,120.0
Poly(2-methyl-trimethylene hexamethylenediurethane) (diol),,258.32,50.0
Poly(trimethylene isophthalate),,206.2,132.0
Poly(1-methyl-trimethylene isophthalate) (diol),,220.22,55.0
Poly(trimethylene malonate),,144.13,33.0
"Poly(2,2-dimethyl-trimethylene malonate) (diol)",,172.18,67.0
"Poly[2-butyl-2-ethyl-trimethylene 4,4'-(methylenediphenylene)-diurethane] (diol)",,410.51,120.0
"Poly[2,2-diethyl-trimethylene 4,4'-(methylenediphenylene)-diurethane] (diol)",,382.46,150.0
"Poly[1-ethyl-2-propyl-trimethylene 4,4'-(methylenediphenylene)-diurethane] (diol)",,396.49,140.0
Poly(1-methyl-trimethylene octamethylenediurethane) (diol),,286.37,82.0
Poly(1-methyl-trimethylene octamethylenediurethane) (diol),,286.37,82.0
Poly(trans-trimethylene 4-octenediamide),,210.28,271.0
Poly(trimethylene oxalate),,130.1,86.0
Poly(trimethylene oxalate),,130.1,88.0
Poly(trimethylene oxalate),,130.1,89.0
"Poly(2,2-bischloromethyl-trimethylene oxalate)",,227.04,122.0
"Poly(2,2-dimethyl-trimethylene oxalate)",,158.15,111.0
Poly(trimethylene oxamide-alt-trimethylene sebacamide),,368.48,276.0
Poly(trimethylene oxamide-alt-trimethylene suberamide),,340.42,295.0
Poly(trimethylene-p-oxybenzoate),,178.19,185.0
Poly(trimethylene-p-oxybenzoate),,178.19,211.0
Poly(trimethylene oxydiacetate),,174.15,32.0
Poly(1-methyl-trimethylene oxydiacetate) (diol),,188.18,8.0
"Poly(trimethylene 4,4'-oxydibenzoate)",,298.3,90.0
Poly[trimethylene (pentamethylenedithio)-diethylene-diurethane],,350.49,112.0
Poly(trimethylene p-phenylenediacetate),,234.25,58.0
Poly(trimethylene m-phenylenedisulfonamide),,276.33,157.0
Poly(1-methyl-trimethylene phthalate) (diol),,220.22,0.0
"Poly(2,2-dimethyl-trimethylene sebacate) (diol)",,270.37,26.0
Poly(2-hydroxy-trimethylene sebacoyldiurethane) (diol),,344.36,189.0
"Poly(2,2-dimethyl-trimethylene suberate) (diol)",,242.32,17.0
"Poly(2,2-bischloromethyl-trimethylene succinate) (diol)",,255.1,74.0
"Poly(2,2-dimethyl-trimethylene succinate) (diol)",,186.21,86.0
"Poly(3,3-diethyl-trimethylene sulfide)",,130.25,85.0
Poly(trimethylene sulfone),,106.14,300.0
"Poly(3,3-diethyl-trimethylene sulfone)",,162.25,364.0
"Poly(3,3-dimethyl-trimethylene sulfone)",,134.19,266.0
"Poly(3,3-dimethyl-trimethylene sulfone)",,134.19,303.0
"Poly(3,3-dipentyl-trimethylene sulfone)",,246.41,385.0
"Poly(trimethylene 4,4'-sulfonyldibenzamide)",,344.38,298.0
"Poly(2,2-dimethyl-trimethylene 4,4'-sulfonyldibenzamide) (diamine)",,372.44,284.0
"Poly(1-methyl-trimethylene 4,4'-sulfonyldibenzamide) (diamine)",,358.41,272.0
Poly(1-methyl-trimethylene sulfonyldivalerate) (diol),,320.4,35.0
Poly(trimethylene terephthalamide),,204.23,399.0
"Poly(N,N'-dimethyl-trimethylene terephthalamide) (diamine)",,232.28,220.0
"Poly(2,2-dimethyl-trimethylene terephthalate)",,234.25,140.0
Poly(1-methyl-trimethylene terephthalate) (diol),,220.22,87.0
Poly(trimethylene tetradecanedioate),,298.42,66.0
Poly[trimethylene (tetramethylenedithio)-diethylene-diurethane],,336.46,113.0
Poly(trimethylene thiodivalerate),,274.38,-36.0
Poly(methyl-trimethylene thiodivalerate) (diol),,288.4,-36.0
"Poly(trimethylene N,N'-trimethylenediterephthalamate)",,410.43,235.0
Poly(undecamethylene adipamide),,296.46,218.0
"Poly[4,4'-(undecamethylenedioxy)-diphenyleneoxy-p-xylylene oxide]",,474.64,193.0
"Poly(undecamethylene N,N'-ethylenediterephthalamate)",,508.61,251.0
"Poly(undecamethylene N,N'-hexamethylenediterephthalamate)",,564.72,217.0
Poly(undecamethylene oxamide-alt-undecamethylene sebacamide),,592.91,221.0
"Poly(undecamethylene N,N'-pentamethylenediterephthalamate)",,550.7,199.0
Poly(undecamethylene sebacamide),,352.56,169.0
Poly(undecamethylene terephthalamide),,316.44,292.0
"Poly(undecamethylene N,N'-tetramethylenediterephthalamate)",,536.67,248.0
"Poly(undecamethylene N,N'-trimethylenediterephthalamate)",,522.64,198.0
Poly(undecanedioic anhydride),,198.26,70.0
Poly(1-undecene),,154.3,36.0
Poly(valeraldehyde),,86.13,155.0
Poly(2-methyl-vinyl alcohol),,58.08,140.0
Poly(p-tert-butyl-vinyl benzoate),,204.27,327.0
Poly(vinyl-t-butyl ketone),,112.17,150.0
Poly(vinyl-t-butyl ketone),,112.17,240.0
Poly(o-methoxy-vinylcyclohexane),,140.23,195.0
Poly(3-methyl-vinylcyclohexane),,124.23,355.0
Poly(4-methyl-vinylcyclohexane),,124.23,250.0
Poly(vinylcyclohexene),,108.18,418.0
Poly(vinylcyclohexyl ketone),,138.21,240.0
Poly(N-vinyldiphenylamine),,195.26,320.0
Poly(vinylisopropyl ketone),,98.14,220.0
Poly(vinyl laurate),,226.36,16.0
Poly(vinyl myristate),,254.41,28.0
Poly(vinyl palmitate),,282.47,41.0
Poly(vinyl palmitate),,282.47,46.0
Poly(3-vinyl pyrene),,228.39,214.0
Poly(vinyl stearate),,310.52,54.0
Poly(vinyl stearate),,310.52,52.0
Poly(vinyl stearate),,310.52,58.0
Poly(m-xylylene),,104.15,80.0
"Poly(4,6-dimethyl-m-xylylene)",,132.21,135.0
Poly(bromo-p-xylylene),,183.05,270.0
Poly(cyano-p-xylylene),,129.16,270.0
"Poly(2,5-dichloro-p-xylylene)",,173.04,183.0
"Poly(2,5-dichloro-p-xylylene)",,173.04,300.0
"Poly(2,5-dimethyl-p-xylylene)",,132.21,350.0
Poly(methyl-p-xylylene),,118.18,210.0
Poly(methyl-p-xylylene),,118.18,230.0
"Poly(α,α,α',α'-tetrafluoro-p-xylylene)",,176.11,500.0
Poly(p-xylylene adipamide),,246.31,333.0
Poly(p-xylylene adipamide),,246.31,340.0
Poly(p-xylylene adipate),,248.28,70.0
Poly(p-xylylene adipate),,248.28,80.0
Poly(p-xylylene adipate),,248.28,81.0
Poly(m-xylylene azelamide),,288.39,172.0
Poly(p-xylylene azelamide),,288.39,263.0
Poly(p-xylylene azelamide),,288.39,282.0
Poly(p-xylylene azelate),,290.36,59.0
Poly(p-xylylene azelate),,290.36,74.0
Poly(p-xylylene azelate),,290.36,79.0
Poly(p-xylylene carbonate),,164.16,185.0
"Poly(trans-p-xylylene 1,4-cyclohexylenedicarboxylate)",,274.32,106.0
Poly(p-xylylene disulfide),,168.27,175.0
Poly[(p-xylylenedisulfonyl)-diacetic anhydride],,332.34,170.0
Poly[(p-xylylenedisulfonyl)-dipropionic anhydride],,360.4,260.0
Poly[(p-xylylenedithio)-diacetic anhydride],,268.34,88.0
Poly[(p-xylylenedithio)-diacetic anhydride],,268.34,87.0
Poly[(p-xylylenedithio)-dipropionic anhydride],,296.4,91.0
Poly[(p-xylylenedithio)-dipropionic anhydride],,296.4,55.0
Poly(p-xylylene dithioladipate),,280.41,170.0
"Poly(2,3,5,6-tetramethyl-p-xylylene dithioladipate)",,336.52,255.0
Poly(p-xylylene dithiolisophthalate),,300.4,210.0
"Poly(p-xylylene dithiol-4,4'-methylenedibenzoate)",,390.52,274.0
"Poly(2,3,5,6-tetramethyl-p-xylylene dithiol-p-phenylenediacetate) (diol)",,384.56,262.0
"Poly(2,3,5,6-tetramethyl-p-xylylene dithiolsebacate) (diol)",,392.62,180.0
Poly(p-xylylene docosanediamide),,470.74,240.0
Poly(p-xylylene docosanediamide),,470.74,225.0
Poly(p-xylylene dodecanediamide),,330.47,272.0
Poly(p-xylylene dodecanediamide),,330.47,270.0
Poly(p-xylylene dodecanedioate),,332.44,94.0
Poly(p-xylylene glutaramide),,232.28,280.0
Poly(p-xylylene glutarate),,206.2,58.0
Poly(p-xylylene heptadecanediamide),,400.61,239.0
Poly(p-xylylene hexadecanediamide),,386.58,248.0
"Poly(N,N'-dimethyl-p-xylylene hexadecanediamide)",,414.63,85.0
Poly(m-xylylene isophthalamide),,266.3,225.0
Poly(p-xylylene isophthalamide),,266.3,290.0
Poly(p-xylylene isophthalate),,268.27,100.0
Poly(p-xylylene malonamide),,204.23,110.0
Poly(p-xylylene octadecanediamide),,414.63,235.0
Poly(p-xylylene octadecanediamide),,414.63,242.0
"Poly(N,N'-diethyl-p-xylylene octadecanediamide)",,470.74,50.0
"Poly(N,N'-dimethyl-p-xylylene octadecanediamide)",,442.69,80.0
Poly(p-xylyleneoctamethylenediurethane),,334.42,168.0
Poly(p-xylylene 5-oxadodecanediamide),,332.44,200.0
Poly(p-xylylene 6-oxadodecanediamide),,332.44,206.0
Poly(p-xylylene 6-oxaheptadecanediamide),,402.58,223.0
Poly(p-xylylene 5-oxahexadecanediamide),,388.55,220.0
Poly(p-xylylene oxalate),,164.12,214.0
Poly(p-xylylene 6-oxapentadecanediamide),,374.52,217.0
Poly(p-xylylene 5-oxasebacamide),,304.39,234.0
Poly(p-xylylene 5-oxatetradecanediamide),,360.5,215.0
Poly(p-xylylene 6-oxatridecanediamide),,346.47,207.0
Poly(p-xylylene 5-oxaundecanediamide),,318.42,190.0
Poly(p-xylylene oxydibutyramide),,290.36,241.0
Poly(p-xylylene oxydibutyramide),,290.36,243.0
Poly(p-xylylene oxydicaproamide),,346.47,234.0
Poly(p-xylylene oxydienanthamide),,374.52,229.0
Poly(p-xylylene oxydipelargonamide),,430.63,215.0
Poly(p-xylylene oxydivaleramide),,318.42,243.0
Poly(p-xylylene pentadecanediamide),,372.55,241.0
Poly(p-xylylene p-phenylenediacetate),,296.32,146.0
Poly(p-xylylene phthalamide),,266.3,230.0
Poly(m-xylylene pimelamide),,260.34,192.0
Poly(p-xylylene pimelamide),,260.34,284.0
Poly(p-xylylene pimelate),,262.3,67.0
Poly(p-xylylene pimelate),,262.3,66.0
Poly(m-xylylene sebacamide),,302.42,193.0
Poly(p-xylylene sebacate),,304.39,84.0
Poly(p-xylylene sebacate),,304.39,88.0
Poly(p-xylylene sebacate),,304.39,93.0
Poly(m-xylylene suberamide),,274.36,213.0
Poly(p-xylylene suberamide),,274.36,305.0
Poly(p-xylylene suberate),,276.33,82.0
Poly(p-xylylene succinamide),,218.26,360.0
Poly(p-xylylene succinate),,220.22,115.0
Poly(m-xylylene terephthalamide),,266.3,300.0
Poly(p-xylylene terephthalamide),,266.3,350.0
Poly(p-xylylene terephthalate),,268.27,242.0
Poly(p-xylylene terephthalate),,268.27,267.0
Poly(m-xylylene tetradecanediamide),,358.53,192.0
Poly(p-xylylene tetradecanediamide),,358.53,257.0
Poly(p-xylylene thiodicaproamide),,362.53,236.0
Poly(p-xylylene thiodienanthamide),,390.58,228.0
Poly(p-xylylene thiodipelargonamide),,446.69,214.0
Poly(p-xylylene thiodiundecanoamide),,502.8,200.0
Poly(p-xylylene thiodivaleramide),,334.48,242.0
Poly(p-xylylene tridecanediamide),,344.5,247.0
Poly(p-xylylene undecanediamide),,316.44,264.0
